reviewID,hotelid,userName,overall,roomComfort,staffMetNeeds,cleanRoom,facilitiesMetExpectations,ageRangeID,tripPurposeID,travelAgent,meetingPlanner,BPGStatusID,guestFrom,arrivalMonth,datePosted,recommend,everyoneShouldKnow,frequencyID,title,comment
11038525,636,Dokester,4,4,4,5,5,5,6,FALSE,FALSE,3,"Fort Worth, TX, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Pay to park in the garage and leave your car there. You can walk to anything in downtown Portsmouth from the hotel.,2,"Location, Location, Location","In addition to an ideal location in Portsmouth, the staff of the Belvoir is exceptional. Very helpful and warm. The wonderful woman who staffs the Club Lounge in the mornings is a real asset to the Belvoir. The only thing that detracts from this property is the $15 garage or $10 parking lot (across the street) charge."
11038596,3205,cc123,4,5,4,4,3,4,2,FALSE,FALSE,2,"Frankfort, KY 40601, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Great location!,2,"Great location, but some maintenance issues","The fantastic location was by far the biggest draw for the hotel. Rooms were comfortable and clean. My primary gripe is that there were maintenance issues in the bathroom that had to be reported on two successive days before they were repaired. Similarly, the soda machine on our floor did not work throughout our stay."
11042106,1391,aprilsammy,2,3,3,2,1,5,3,FALSE,FALSE,2,"California, USA",9/[YEAR-0],9/18/[YEAR-0],FALSE,wi fi is not included,2,This hotel needs to be upgraded,There was no wifi in the room unless you paid for it. My hot spot device did not work. You had to pay to use the fitness center. The room was dark unless you opened the draperies on to the parking lot. The layout was circuitous for the meetings. I had to ask 2 times to have cobwebs/spiders removed from elevator light. Remote on TV had to be replaced. Remote was terribly slow. Bad odor in hallway.
11044265,1135,Marcia,4,5,3,5,3,0,4,FALSE,FALSE,2,"Redlands, CA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Very nice value for a newly renovated hotel.,4,Clean hotel that offers value by the beach....,"I am a frequent guest at this hotel. I love the improvements, the generous upgrades as a Platinum member, and the new room service menu. The staff is always very friendly and I have never had an issue with housekeeping."
11044701,1138,DavidWaterloo,2,3,3,5,2,3,2,TRUE,TRUE,3,"Waterloo, ON, Canada",9/[YEAR-0],9/18/[YEAR-0],FALSE,Not a great hotel for the business traveller.,4,Internet Down,"The hotel was pleasent in appearence, No concerige from what I saw, no one to meet us with our bags on arrival. Front staff seemed very inexperienced.Most importantly the internet was down most of the trip, and because our room was far from reception, the short time it was up the signal was not strong enough in room. Reception said they have had problem with internet for weeks. I lost a client as a result."
11045130,421,Happy09212,5,4,5,5,5,4,3,FALSE,FALSE,2,"San Francisco, CA, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,No more forgetting your electronic cords/chargers with the lamps with easy access sockets!,2,For business or pleasure,"Everyone at this hotel is customer centric - from the front desk to the hamberger joint to the security guy that helped me get back in my room after I locked myself out of my room. The only downside of the experience is the lighting in the bathroom makes it difficult to do makeup. The highside, the lamps they have installed in the room itself are great, each has two outlets for your electronics, no more having to look behind the beds."
11045478,468,Jackie1954,5,5,5,5,5,,3,FALSE,FALSE,1,,9/[YEAR-0],9/18/[YEAR-0],TRUE,,,Great Place to Stay !!,I came to the facility for the first time because of a conference. It was GREAT !! I will now return with my family.
11047006,1726,ouweman12,5,5,5,5,5,6,4,FALSE,FALSE,2,"Seneca,SC",9/[YEAR-0],9/18/[YEAR-0],TRUE,EAGER TO PLEASE STAFF!,4,GREAT BUSINESS HOTEL CLOSE TO THE BEACH!,An oasis of tranquility just a few steps away from the Ocean Front madness!
11048254,379,JEMZ,5,5,5,5,5,5,6,TRUE,FALSE,4,"Indianapolis, IN",7/[YEAR-0],9/18/[YEAR-0],TRUE,Their is not much to dislike.....simply hang loose and enjoy the journey.,3,We Love the Belvoir Kauai,"My wife and I enjoyed a week long vacation back in [YEAR-6]. As part of our [YEAR-0] annual trek to Kauai, we decided to spend our first couple of days/nights at the SK before heading up to Princeville. Our party of ten consisted of both sons, their wives and 4 grandkids. The property was in pristine condition from the recent renovation. The grandkids loved the pool and the beach. Our rooms were spacious and offered a great ocean view. We ate dinner at Rumfire and were very pleased with their variety of selections and the quality of the dishes. Both mornings we ate at the Rumfire breakfast buffet and enjoyed it as well. The workout facility provided everything that we needed. As for the staff, they were exceptional, bending over backwards to make our brief stay extremely relaxing and enjoyable. We thoroughly enjoyed our short stay; in fact it was too short. When we return in 2013, our stay at SK will be longer."
11048793,171,Path,4,4,4,4,4,3,6,TRUE,FALSE,2,"Mooresville, NC, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Location and affordable stay with Belvoir experience,2,Comfortable Stay,"We were at Belvoir Norflk for an overnight stay and it was really a memorable experience. The room was spacious and bed was comfortable. I especially liked the soft pillows. However, I felt the common area, the carpet pathway was a bit worn out. The hot breakfast was great with wide variety of options including fresh omelets cooked as per our ingredients in front of us. A pleasant harbor view walkway in the morning was excellent. All the staff members was very helpful and the valet parking option was really convenient as we reach late in the night and it was raining."
11048795,1391,2travel,4,5,5,5,3,3,3,TRUE,FALSE,3,"California, USA",10/[YEAR-0],9/18/[YEAR-0],TRUE,Lots of walking,2,This hotel is a great getaway from electronics,"Beautiful golf course, pool and amazing spa areas. A great getaway from your electonic devices. Conference/ballroom food service was great--exceptional and delicious."
11048796,1523,Pestie09,5,4,5,5,4,3,7,FALSE,FALSE,2,"North Carolina, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,,2,Wonderful Overnight Stay,"I booked this hotel for an overnight stay before a cruise out of San Juan. We were greeted by the wonderful staff at this hotel the second we stepped out of the taxi. From the bellhops, front desk staff and dining room staff we were treated as if we stay here often and this was our first time here. We will be back. Thank You"
11048892,379,WERTY,3,3,3,3,3,5,8,FALSE,FALSE,2,"Washington, DC",9/[YEAR-0],9/18/[YEAR-0],FALSE,That this would probably be fine for an average family on a tight budget who are trying to stay in a resort location.,4,This hotel was adequate,"Our room was adequate, but dated. The bathroom drain was slow and the tub was worn. The ""resort charge"" was gimicky and should have just been built into the base room rate."
11050124,421,JCE[YEAR-0],4,3,3,4,4,5,3,FALSE,FALSE,2,,9/[YEAR-0],9/18/[YEAR-0],TRUE,"well located, good facilities",2,JC,The hotel is well located and the service is good. The high volume of guests and low personnel at the reception makes sometimes difficult the check in. When asked to repair something in the room never was done during my stay
11050707,1021,Elanie,5,,,,,5,3,FALSE,FALSE,2,"Chicago, IL, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,"How consistently helpful and friendly all staff are. This includes front desk, suttle drivers, restaurant and even maintenance staff who greet you and ask if there is anything they can do to make your stay more enjoyable. resturFrom the front desk",4,Staff,"Rooms were clean, comfortable and well laid out. I particularly enjoyed the sunny atrium."
11051476,341,fitclawj,1,1,1,1,1,5,4,FALSE,FALSE,3,la,9/[YEAR-0],9/18/[YEAR-0],TRUE,"Clean, nice, Friendly",2,Greta Place,"Rooms are well kept, Employees are super friendly, Restaurant Staff is Excellent"
11052209,813,Ollie717,5,5,5,4,5,4,6,FALSE,FALSE,3,"New Jersey, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Service is great,2,Great Experienceat Belvoir @ Syracuse,"We had a great experience at the on campus Syracuse location. The food, accomodations and helpful staff were wonderful to deal with. We will stay again in the future."
11052844,377,Socrates74,3,5,5,5,5,5,8,FALSE,FALSE,3,"Edgeley, ND 58433, USA",9/[YEAR-0],9/18/[YEAR-0],FALSE,"Do not pay the resort charge unless you truly want the benefits it confers. Do not stay at this hotel, if they advise you that the resort charge is mandatory, for some guests do not pay it.",4,The Resort Charge,"I first stayed at this fine hotel in 1974. Over the years, I have returned frequently. It has been my home, when at Waikiki. The hotel has undergone a number of transformations and refurbishments. This latest incarnation is the best yet. But there is a problem: the so called ""mandatory"" resort charge. I first learned of this after I had made my reservation for this stay. Being advised by an email from the hotel that the charge was mandatory, I accepted this as fact, and when asked at check in if I knew about the charge, I dutifully replied in the affirmative and paid it. But shortly, the disappointment began, followed by outrage. When I went to log in to the ""free"" (a benefit of paying the resort charge) WiFi, the screen informed me that the charge would be $14 per day, but IF I were paying the resort charge, it would be free. ""IF""? This implied that some hotel guests were not paying the resort charge. Then I noticed costs associated with certain activities in the weekly planner booklet given us. But, other documentation advised us that ""IF"" we had paid the resort charge, those activities would be free. So, the next day, in a friendly manner, I started asking some hotel guests I randomly met if they had paid the resort charge. It was in this manner that I learned that some had not. Well, it was obvious at that point, anyway. While the list of ""benefits"" associated with the resort charge is lengthy and interesting, given a proper choice at check in, I would have declined to pay it. The amount was about $125 for our 5 night stay. A better investment would have been 10 Mai Tai's -- 1 for me and 1 for my wife, daily. I did raise this issue at check out, as I was asked if I had any problems during my stay, but of course the response was just a sympathetic smile. Nothing could be done. I have been loyal to the Belvoir Waikiki for nearly 40 years, but I find the imposition of the so-called mandatory resort charge to be deceptive and outrageous. This is no way to treat your loyal customers. It is no way to treat anyone. The next time I travel to Waikiki, I will check to see if your hotel still imposes the resort charge. If it does, I will stay elsewhere. I shall not return until the resort charge is eliminated, and I am advising others headed for Waikiki to do the same. It's a shame really. You have such a fine facility, and such a friendly and competent staff. Yet you have chosen, through management greed, to undermine and negate these strengths through deceptive marketing of a resort charge. If you really need extra income from guests, just build the charge into your rates. I hope to stay with you again some day, but this may have been my last stay. It's up to you. Aloha!"
11053432,377,SDGirl,5,5,5,5,5,,7,FALSE,FALSE,2,,9/[YEAR-0],9/18/[YEAR-0],TRUE,,,Best Hotel in Waikiki !,"The Staff is amazing, first class all the way!"
11053933,713,Hope41,5,5,5,5,4,0,6,FALSE,FALSE,2,"Phoenix, Arizona",9/[YEAR-0],9/18/[YEAR-0],TRUE,Clean and beautiful with wonderful staff!,3,Breath of fresh air,"Absolutely loved this place! All good, nothing negative to say."
11054201,655,slowbird13,3,3,4,3,2,3,3,FALSE,FALSE,1,"North Carolina, USA",9/[YEAR-0],9/18/[YEAR-0],FALSE,ask for one fo the updated rooms,2,Rooms Need Updating,"The overall hotel was nice enough, but the room/wing I stayed in was in dire need of an upgrade/ The carpets in the hallway were old and stained, the tiles in the bathroom were cracked and needed regrouting, and the overall decor was dated. In addition, the room smelled funky, like the air conditioner had been on too long"
11055231,1137,Melissa214,5,5,5,5,5,4,4,FALSE,FALSE,2,"Washington, DC, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,"Just stayed one night on business, but the room was clean and comfortable and in a convenient location for my purpose.",2,Brief but pleasant stay,"Just stayed one night on business, but the room was clean and comfortable and in a convenient location for my purpose."
11055259,1774,ellie9,4,5,3,5,4,5,8,TRUE,FALSE,1,,9/[YEAR-0],9/18/[YEAR-0],TRUE,it's expensive.,,honeymon stay,"The beds were amazing, very comfortable. beware of words like room with lake view, we could barely find the lake out our window, 2nd floor. go higher if it's the view you want. Pricey place to stay. For 200.00 a night, housekeeping hadn't been in our room until well after lunch,she told us they were short staffed . oops! who wants to hear that! front desk staff very helpful. Parking lot is hard to find and get into too."
11055305,430,LaineyO,4,4,4,4,4,3,2,TRUE,TRUE,2,"Los Angeles, CA, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,The GREAT location to pretty much everything in the city.,4,Belvoir Boston,"If you are looking for a nice hotel in a convenient location in the city, look no further than this hotel. You will be very happy with your choice. However, the room service menu is limited. But since you are in a great location, you can walk to some wonderful restaurants."
11055513,421,Anonymous,1,3,1,4,1,1,8,TRUE,FALSE,2,China,9/[YEAR-0],9/18/[YEAR-0],FALSE,Good location bad service,2,Below expectation,"I fly from hong kong to NYC to spend weekend, all I want is a king size bed high rise room, but when I get there I was told the toilet was broken in my room and they can only give me a low rise double room, or I could wait in the lobby for two hour until they fix it?! And the receptionist was not nice at all after all these. I try to argue and she became impatient and had no smile all the time. Finally I got to talk to manager to get it arranged. P.s. wifi for 15$?! No bath tub?!"
11055700,214,MMCS,1,3,1,1,3,3,3,TRUE,TRUE,3,"Palo Alto, CA, USA",9/[YEAR-0],9/18/[YEAR-0],FALSE,Nothing!,4,Terrible experience,"Dirty, no security, unhelpful and unknowledgable staff."
11055932,377,SDGirl,5,5,5,5,5,2,7,FALSE,FALSE,1,"San Diego, CA, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Great Views!,3,Fantastic Hotel,"The Belvoir Waikiki was a great hotel to stay at for my visit to Oahu. Every employee that I interacted with was kind, friendly, and made you feel very welcome. The room was really really nice, and I especially enjoyed relaxing on the balcony and taking in the breathtaking views of Diamond Head. Also, if you are looking for a hotel with a relaxing pool area, then this is your place. The infinity pool and lounging area was wonderful and the staff very attentive."
11056309,1798,JackieM66,1,3,1,3,3,2,6,FALSE,FALSE,3,"Chicago, IL, USA",9/[YEAR-0],9/18/[YEAR-0],FALSE,Recently Renovated,4,This hotel has no clue,"I booked a king room on points, and I got a double room and was charged. I had to call corporate customer service to get this matter resolved as the staff at this hotel had no clue. Essentially I was told that even though I booked a king bed, as an elite member, all I was guaranteed was a room and not the room type."
11056860,421,LoHarg,2,3,2,3,1,,6,FALSE,FALSE,3,"Toronto, ON, Canada",9/[YEAR-0],9/18/[YEAR-0],FALSE,,4,Very Dissapointed,"As our taxi pulled up to the hotel on our first visit to NYC we were very excited. This was our first 20 min in the New York Belvoir; The bell hops were so frantic to beat each other to the luggage it was gone before we were able to pay the taxi. We opened our own taxi doors. We found our luggage on a rack and proceeded to check in. There was no ""Welcome to New York"" at check in but ..""your room is not ready"". A bell hop stood 2 inches behind me with his hand out. I handed him a tip wondering what exactly he had done for us as I was told we had to take our luggage to the storage, pay $3.00 per bag (never heard of a hotel doing this before) We tried to navigate the rack but were told we had to take it off so we lifted our bags off ourselves and wheeled them over to the storage. Ridiculous. Most guests learned to go through the side door and hail their own cab as they also expect a tip for hailing a cab when the cabs are already there.This is NOT customer service. It is harrasment. Also the safe would not unlock and it took over an hour to get something delivered to our room. As a result we slept in your hotel but did not try the restaurant or bar . I love the Grandbourne brand, I am a lifetime Grandbourne Gold member. I was expecting the excellent service and welcome that I am accustomed to and this was so dissapointing, particularly when this was a special celebration weekend."
11056940,1556,Midilove,4,3,3,4,3,4,6,FALSE,FALSE,3,"Los Angeles, CA, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,,3,Good Stay.. but...,"I stayed here for two nights with my wife and 10 months old baby. Facility and room was clean and no complaint there. We requested a baby crib and the hotel brought us a park n' play with cardboard bottom - no mattress - which is so thin I was afraid to put my baby in it. Also, hotel's ventilation system is probably old and we noticed in the morning that all our clothing felt soggy from moisture. In addition, around 8 pm on first night, I had to wait at the front desk for more than 15 minutes because there was only one person to handle 3~4 guest lined up. I love this hotel and would probably come back in the future, but I would certainly like to see some improvements in its service."
11056942,127,CRBY,4,4,4,4,4,4,8,FALSE,FALSE,1,"Mesa, AZ, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Good value for the money in San Diego,1,Pleasant hotel with a great location,"We enjoyed our recent weekend here. The pool, lobby and rooms are really nice. The only minuses were that housekeeping did not make up our room one night and if you touch anything in the mini bar you will be charged ( be aware of this). The facilites here are beautiful and the location can't be beat! The customer service is good as well. We will be back."
11057001,3207,DitchDR,4,,,,,2,4,FALSE,FALSE,3,"Knoxville, TN, USA",9/[YEAR-0],9/18/[YEAR-0],FALSE,"The elevators are kind of confusing, make sure you know which one you need to take in order to get to your room!",2,"Nice hotel, beward conventions in town","I had a very nice and carefree stay at the Belvoir Dallas. The room was nice and clean, check in process was quick. (It would have been tedious through the long line of convention people checking in but I got to go to the BPG desk :). They room was very pretty quite but I could hear people slamming their doors and running around in the halls. I think there was conference for ""slumber party host's"" at that hotel so it was kind of irritating surfing through all the giggling people in glitter. lol. Not the hotels fault for irresponsible guests. BUT for the most part my stay was good. I DID opt for the ""go green"" way and didn't have my towels and sheets changed. The only problem with this I found was that they didn't do ANYTHING. not make the bed, empty the trash, restock the shampoo. Nada. I was under the impression that it would just involve no towel service and linen change. Oh well. I still had a good stay. How much shampoo does a person REALLY need anyway, right? :)"
11058107,995,Disneylandpassholdergrma,2,2,4,2,2,4,6,FALSE,FALSE,3,"Arroyo Grande, CA, USA",9/[YEAR-0],9/18/[YEAR-0],FALSE,Getting old,4,The hotel is in need of upkeep,We have stayed at this hotel for years but we are ready to make a change. Anaheim was in a heat waveand tempertures reached 108 and 102 while we were there The room was not air conditioned when we arrived and it took all night to cool down which made it difficult to sleep The hallways were not air conditioned until Friday and the temperature was unbearable. A food tray at the next room was left there 24 hours and we had young children that had to avoid it in our party. The rooms were spacious but the carpet is in need of cleaning and the pillows were all big and uncomfortable. The shuttle to Disneyland is always a nice perk but one of the drivers seemed grumpy when in years past the drivers seemed quite pleasant. The pool was a welcome relieve but pool chairs and tables were in disrepair and the pool area was in need of cleaning.
11058271,1703,Anonymous,3,4,1,1,3,5,2,FALSE,FALSE,2,"California, USA",9/[YEAR-0],9/18/[YEAR-0],FALSE,"Great location, great food, lousy service.",3,"Disappointed with BPG benfits and ""green program""","I was initally disappointed that free in-room wi-fi was not included for BPG members. (And that it was $14.95 per 24 hours.) Most hotel affinity programs now offer this option. The green program is one I support however, when it was explained to me I was told that I could request towels and a linen change part way through my stay since I was there 7 nights. (Note: They said 7 nights at chek-in but when I checked out on the last day of the conference I was told my reservation for was 8 nghts and I was charged a $20 early check out fee!!!! The day I asked for new towels I called at 7:00 am and when I returned to my room at 5:30 pm to take a shower - no towels. I had to call a second time to get them. One morning I clumsily spilled a cup of coffee on the bed linens. I called and asked to have them changed, was told yes and they asked what time. I repsonded I would be out until 1:30. Fine. I returned at 1:30 to a phone message saying that they could not change my sheets because I had opted for the green program. I explained the situation and agreed to turn in oine of my vouchers, again, was told it would happen. I returned at 9:30 that night exhausted and no clean sheets. I called again and was told it was not possible to change the sheets that late at night but they would do it in the morning. I was checking out the next morning so there was no satisfactroy conlcusion of the issue. I felt the green program was really about just plain being cheap."
11058313,1130,MM[YEAR-0]0912,4,3,5,4,4,5,4,FALSE,FALSE,2,Israel,9/[YEAR-0],9/18/[YEAR-0],TRUE,Very nice location,2,Great location and view,"great fitness center, reasonable lounge."
11058353,1727,unhappy4,1,1,1,1,1,6,5,FALSE,FALSE,1,,9/[YEAR-0],9/18/[YEAR-0],FALSE,,3,Did not clean room,We were out of our room from about 9am until about 3:30pm. Room had not been cleaned when we returned to rest and get changed for the evening. No one was in sight. We called the desk. We took towels from cart in hall. Came back at midnight and still not cleaned. Called management and they sent us clean towels. This was not acceptable for the prie we paid. Cheaper hotels have better service.
11060788,1552,John55,5,5,5,5,5,3,6,FALSE,FALSE,3,"Palmdale, CA, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Excellent location from Disneyland and very comfortable rooms.,4,This hotel has an excellent location from Disneyland (close)/ Comfortable,"The hotel's location from Disneyland was excellent, the rooms were very comfortable, the shuttle was great, the staff at check in made you feel welcomed, and the room service for food was excellent! Will stay there everytime we go to Disneyland. The pool and spa were great!"
11061069,1428,chris1244,3,5,2,5,5,4,7,FALSE,FALSE,3,"highland lakes,nj",9/[YEAR-0],9/18/[YEAR-0],TRUE,very clean,2,Tarrytown Belvoir,"Hotel and room were excellent, service at breakfast was poor."
11061685,3205,OneWhoTravelsFrequently,5,5,5,5,5,2,3,FALSE,FALSE,2,"Fort Collins, CO, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,,3,This hotel was AMAZING,I loved that we didn't actually have to leave the hotel for ANYTHING! Everything was extremely convenient and I would absolutely without a doubt stay again.
11061706,19,autumnsnena,4,5,5,5,5,4,6,FALSE,FALSE,1,"Lenox, MA 01240, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,so easy!,4,wonderfully convenient !,"this hotel was a godsend for a 6am flight with 2 toddlers! attached to the airport, it was a hop skip and a jump away from the plane, so no transfers, earlier wake up call,dragging luggage outside. It was clean, very nice room, great beds, friendly staff, oh so worth the few dollars more!"
11062356,127,Becca66,5,5,5,5,5,6,6,FALSE,FALSE,1,"Arlington, Texas",8/[YEAR-0],9/18/[YEAR-0],TRUE,location!,,Room with a view!,"Room view was beautiful, location perfect and easy to get in and out, service prompt and efficient. Had a great time and did I mention the view!"
11064854,754,kt66,5,5,5,5,5,4,5,FALSE,FALSE,3,LA,9/[YEAR-0],9/18/[YEAR-0],TRUE,friendly staff,1,excellent facility and staff,excellent facility and staff--
11065227,377,SDGirl,5,5,5,5,5,4,7,FALSE,FALSE,1,"San Diego, CA, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Attentive Friendly Staff.,4,Excellent Experience!,"The views were awsome and the staff, friendly and attentive. This is my second stay at the Belvoir Waikiki and their service and attention to detail is consistant. I look forward to my next visit."
11065249,377,SDGirl,5,5,5,5,5,4,7,FALSE,FALSE,3,"San Diego, CA, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Ungrading to the the Club Lounge is truly a great benefit. Outstanding selection both at breakfast and dinner.,3,EXCEPTIONAL!,"Our stay was exceptional! The ocean view rooms are spectacular, you over see theLegendary Waikiki Beach with its coral blue waters and white sand. The hotel has an AMAZING Club Lounge with a variety of selections to choose from. You can sit and enjoy a complimentary glass of wine (or two) and view the gorgeous sunset. The infinity pool is one of my favorite things to do at the hotel its relaxing and just so peaceful and beautiful. The team is on it! they did not miss a beat. Our experience was definitely very memorable and I cant wait to get back!"
11065939,379,BigD59,3,3,2,3,3,5,6,FALSE,FALSE,1,"Los Angeles, CA, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Good location,2,Staff not helpful at check-in,Room was not ready at check-in time and staff was not accomodating
11066085,421,Anth,5,5,5,5,5,4,6,FALSE,FALSE,1,Ny,9/[YEAR-0],9/18/[YEAR-0],TRUE,,3,"great location, helpful staff","This is my first visit to New York, the hotel was perfectly located, being just a 5 minute walk to Times Square and 2 mins from the nearest subway station. The room was lovely, clean and the housekeeping staff were very friendly."
11069006,1523,Terry22,5,5,5,5,5,4,2,FALSE,FALSE,2,"Manhattan, New York, NY, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Superior customer service and Choices restaurant,2,Excellent service!,The hotel staff are pleasant and very accomodating. The room is comfortable and fairly priced. The Choices restaurant is excellent. Gaby was the best!
11071505,3068,QEMC,5,5,5,5,,3,3,FALSE,FALSE,2,"Houston, TX, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,"The exceptional quality meets my high expectations. If I cannot be at home, this is a nice option.",3,If you cannot be at home...this is a great second option,I always find the hotel to meet my high expectations. The bedding and pillows are of excellent quality. The toiletries provided are also of fine quality. The size of the room is spacious. The flat screen is a nice size. Room service is great and speedy. The staff is very responsive if I have a need.
11072909,3068,Richd,4,4,5,4,4,4,3,TRUE,FALSE,2,,9/[YEAR-0],9/18/[YEAR-0],TRUE,,2,Mr.,This hotel was exceptionally clean and modern.
11073013,1469,CarolynP,4,4,4,4,5,4,8,FALSE,FALSE,2,"Racine, WI, USA",9/[YEAR-0],9/18/[YEAR-0],TRUE,Great overall resort for an extended stay.,2,Nice resort - beautiful setting and lots to see and do!,"Overall a good experience. The room we had our first day was in an older section of the resort and smelled really musty and I didn't want to take a shower - the bathtub drain plug was actually rusty and a bit of a mold problem as well. However, on our return trip we stayed another night and an upgraded room was much nicer and I actually took a shower then. The amenities there are great and it is very child friendly. The shuttle service to town is convenient and the new restaurant ""Rays on the Bay"" was terrific! The waitstaff was wonderful and it was a great dining experience all around."
11081256,881,PRB56,4,5,5,5,5,5,8,FALSE,FALSE,3,South Africa,9/[YEAR-0],9/19/[YEAR-0],TRUE,proximity to the airport,4,A spoil at the Portland,"A very central hotel for the airport and we appreciated the free and regular shuttle to the terminals. + the internet and printers in the lobby. The executive BPG floor was very comfortable , and the staff accomodating and friendly, my only negative was that they did not mention the wine tasting evening due to happen that night. otherwise a great all round experience and we didnot need the complimetary ear plugs as we could not hear the nearby planes."
11081814,151,Samantha30,3,2,4,3,2,1,5,FALSE,FALSE,1,"Rochester, NY, USA",9/[YEAR-0],9/19/[YEAR-0],FALSE,Extremely outdated,3,The hotel is overpriced and the rooms need an update,The hotel is definitely not like what you would expect from a Belvoir. The lobby is nice and that's all. The rooms are outdated and need a makeover. The bathroom was in shambles with the wallpaper falling off. Definitely wasn't worth the $220 I spent for one night in a regular room. Only positive was that it was right next to the MetLife stadium.
11083130,127,sher41,4,4,3,4,2,6,6,FALSE,FALSE,3,"San Diego, CA, USA",9/[YEAR-0],9/19/[YEAR-0],FALSE,"Anything they tell you, get it in writing!",3,Confusing Info,"I was told twice that handicap parking was free even if you used the valet. I was charged $30 on my bill for valet parking. When I called to explain, they said they didn't think that was true and would have to check and either refund my $30 or call me back. I also was given a room about as far from the desk as possible so I had to borrow their wheelchair. And we were told the dining room was open until 10 and when we got there at 9:35 we were told it closed at 9:30. We asked to speak to the manager and they finally seated us. My chicken was dry and tasteless. They were nice enough to take it off the menu. It was a disappointing stay. I stay at Belvoir lots and usually have a great experience."
11084572,2019,karen17,5,5,5,4,5,4,4,FALSE,FALSE,2,,9/[YEAR-0],9/19/[YEAR-0],TRUE,"Staff is extremely pleasant, prompt and exceedingly accommodating.",1,very comfy,Highly recommend. Very comfortable.
11085583,989,Missed0915,2,4,1,4,4,,2,FALSE,FALSE,2,,9/[YEAR-0],9/19/[YEAR-0],FALSE,,,Disapointing,My party had 150 rooms blocked. I had 3 suites and a room blocked. The suites were for our CEO who luckily did not end up staying as the rooms were not ready at 3 and then not ready at 4:45pm when we had to depart for our function. At three pm most guests could not check in as the standard rooms were not ready
11086283,3115,BHCliff,5,5,5,5,5,5,5,FALSE,FALSE,2,"Kitchener, ON, Canada",9/[YEAR-0],9/19/[YEAR-0],TRUE,Great location for Louisville area and easy to get to.,2,Great place to stay,"This was my fourth time to stay at this hotel for four nights for a yearly convention. Would certainly recommend it. All the amenities were as stated. Pool and fitness area, restaurants and service personel were exceptional. This is a great location for all sights and activities in the Louisville area."
11086433,1113,joy61,2,3,1,3,2,4,8,FALSE,FALSE,3,"Washington, DC, USA",9/[YEAR-0],9/19/[YEAR-0],FALSE,Slow service,4,Bad experience,Definitely not up to the standard of most other Belvoir Hotels. Checked in on a Friday afternoon and there was a long line and only ONE desk clerk working. Tried checking out on Sunday morning and the same thing - ONE desk clerk working!
11087559,743,Tiredandstinky,1,1,4,4,1,3,4,FALSE,FALSE,3,,9/[YEAR-0],9/19/[YEAR-0],FALSE,It's not as nice as it looks,4,"Broken Shower, Paper-thin Walls","Title explains it. Poor night sleep from the TV to the left and the couple to the right. Up early to catch my flight and had to take a bath since the shower didn't work. I hate baths, they're for babies and women. No amount of compensation would make this right."
11088349,270,tbone8856,4,4,4,4,4,5,6,FALSE,FALSE,2,"Yonkers,Ny",9/[YEAR-0],9/19/[YEAR-0],TRUE,no casino,2,Location,right in the center of it all
11089128,1144,Happyguest1,5,5,5,5,5,,5,FALSE,FALSE,2,,9/[YEAR-0],9/19/[YEAR-0],TRUE,,,wonderful stay,I stayed at this hotel for an event hosted here. The staff was so friendly. The room was clean comfy and well worth the stay. I will be staying here on my next trip to Atlanta.
11089349,1144,mrgprtr,5,4,4,4,2,3,3,FALSE,FALSE,1,"Atlanta, GA, USA",9/[YEAR-0],9/19/[YEAR-0],TRUE,"Breakfast buffet is not every day, bring walking shoes so you can walk uphill to the 24hr diner!",3,The Bath rooms are very small,The bath room NEEDS HELP!!!!!! The sliding door is really bad!!!!!!!!!!!!!!!
11089500,468,Anonymous,4,4,4,4,4,4,3,TRUE,FALSE,1,ct,9/[YEAR-0],9/19/[YEAR-0],TRUE,,2,tHIS HOTEL HAS GREAT FEATURES,HOTEL WAS OUTSTANDING. CAN'T WAIT TO GO BACK.
11089590,606,Jean48,5,5,5,1,5,4,6,TRUE,FALSE,2,,9/[YEAR-0],9/19/[YEAR-0],TRUE,Great Location and the Best Staff,,Great Staff,I would definately recommend this Hotel. The maid service is horrible. I have stayed here many times with the same complaints of my room not being cleaned. Not changing towels. Not vacuuming. No water bottles left for me. That has always been my complaint and my only complaint. The Hotel itself is great. The staff is wonderful and the location is good.
