reviewID,hotelid,userName,overall,roomComfort,staffMetNeeds,cleanRoom,facilitiesMetExpectations,ageRangeID,tripPurposeID,travelAgent,meetingPlanner,BPGStatusID,guestFrom,arrivalMonth,datePosted,recommend,everyoneShouldKnow,frequencyID,title,comment
10486536,995,KrissyB,4,5,4,5,3,1,7,FALSE,FALSE,1,"Bakersfield, CA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Parking is not free and the hotel will charge $100 to your account at checkin in case of incidents.,3,"Great hotel, but has a few issues","The rooms were clean and comfortable and the staff was very friendly. One issue I had was with parking, both my sister and I, as well as another guest we met up with, were under the impression that parking and the shuttle service were free. These important deals were part of the reason we chose this hotel. Much to our dismay, we arrived at the hotel and realized that we had somehow been mistaken, and while the shuttle service to Disneyland was free, parking was not. Not only was parking not free, it was $14 per night! I find this price completely unacceptable. Also, you have to take a ticket when entering that parking lot, but instead of being charged based on this ticket, the parking is charged to your room based on the number of nights you've booked. Because of this, when you leave the parking lot the gate is open and you do not have to turn your ticket in. My issue with this is that any person that is not a guest at the hotel could drive in, take a ticket, park, and then drive out for free since the gate it always open. While they can park for free, I have to pay $14 because I'm STAYING at the hotel? This, to me, is not alright. My other issue was that they took $100 out of my account without any notice at all. I understand that any hotel is going to want to have a credit card on file in case of any incidents, this is pretty standard. Which is why when I arrived at the Belvoir Anaheim and they asked for my card, I was not surprised at all. Since we had paid for our two night stay in advance, I did not expect to see any additional charges on my card. Much to my surprise, when I checked my account later that day, $100 had been taken from my account. When we returned to the hotel that evening, I asked someone at the front desk about the charge and they explained that it was for any incidents and would be returned to my account after our checkout as long as there were no damages or additional charges to the room. I can understand why they do this, my issue is that no one told me about this charge when I checked in, nor was I warned about this charge when I booked the room or in my confirmation... and yes, I did go back and check it. I just think that someone could really be in trouble if they are not planning on an additional $100 coming out of their account, and therefore the staff needs to be sure to inform the guests of this charge. Even better, the guest should be told before booking the hotel that this charge will be taken out at time of checkin. My last issue was that our toilet in our room was difficult to use. We had to flush 2-4 times every time it was used in order to get everything to go down. We decided that we could live with this, so I did not inform staff until we went to the front desk to checkout. When I informed the assistant manager that was checking us out, he only said ""ok"" and did not thank us or apologize for the broken toilet. He did not seem to be concerned with it at all. Other than the parking, $100 charge, and toilet, I would recommend this hotel. It it beautiful, comfortable, clean, and is the perfect distance from the park."
10486643,1494,Travelingmachine,5,5,5,5,5,,6,FALSE,TRUE,4,Chicago,9/[YEAR-0],9/10/[YEAR-0],TRUE,"Modern, clean, friendly staff.aa",,Great Property in an unexpected place,Stayed here a few nights ago on a AAA rate.
10486800,802,JKing727,3,3,3,5,3,2,8,FALSE,FALSE,1,"Cleveland, OH, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,"You should expect there to be freight trains passing by in the nigth and blowing their horns. Also, the Club Suite breakfast is only open a very limited amount of hours. 6:30-8:30. We thought it would at least be open till 9.",3,My Expectations Might Have Been Too High,"I was a little displeased with my stay. When booking, the staff warned me that the sound of the rushing water might be too loud (it was not) but they did NOT warn me about the train passing by and blowing it's horn a few times through the night. The jacuzzi tub was also the shower which was awkward but overall the hotel was clean and comfortable."
10486812,1428,harlow,1,4,1,4,1,,4,FALSE,FALSE,3,,9/[YEAR-0],9/10/[YEAR-0],FALSE,last time I stay there,4,guest experience,worst hotel experience in years...room key didn't work...when AI went down to get a new key there was someone already in the room...had to go down a third time to get a new room and key. no services in concierge lounge at 5:00 pm on a thursday evening...the previous time I stayed at this hotel I was overbilled...they just don't run smoothly
10486818,1784,terrmass,5,5,5,5,5,4,3,FALSE,FALSE,2,"Fort Worth, TX, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,nice hotel at a good value,1,very nice & good value,Everything about the room and hotel were nice. The bed was comfortable. The room was large and nicely decorated. The staff was responsive and respectful.
10487006,3207,stella3,3,4,3,4,4,3,2,TRUE,FALSE,2,nj,9/[YEAR-0],9/10/[YEAR-0],TRUE,,4,lacks current information,The concierge needs to keep current on the downtown area surroundings. I was told 2 things I wanted weren't available such as a store(which was just a few minutes walk away from hotel) & a tour. Knowing there WAS indeed a JFK bus tour.could've helped me plan my day better because I ended up missing them since the last one left at 230. I was told there wasn't such a thing when in fact a new tour started a month prior 4x a day.
10487027,756,Blackwood,5,5,5,5,4,4,6,FALSE,FALSE,4,"Ottawa, ON, Canada",9/[YEAR-0],9/10/[YEAR-0],TRUE,"Great location, staff and value.",,An 'A' for effort,"Just returned from two separate stays, both very nice. I appreciate this Belvoir has issues - as to be expected with older, larger properties - it's clear the staff and management are dedicated to addressing them. Renovations are well under way. We stayed in the newly done fifth floor, and the room was execellent. So was the lounge. One thing we noticed is this property is very well staffed, from Front Desk to the restaurant to the pool."
10487038,1719,Jaxcline5,1,2,4,1,2,4,2,FALSE,FALSE,3,"Jacksonville, FL, USA",9/[YEAR-0],9/10/[YEAR-0],FALSE,Not Worth It,2,9/1/[YEAR-0],For being a Belvoir resort Hotel - this was one of my worst stays.
10487087,468,scot7841,4,4,4,2,3,4,7,FALSE,FALSE,2,"New Hampshire, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Try not to book during a convention. Too many people during the evening and the convention guest are selfish and rude .,3,Dolhin experience,We stayed at this hotel for 6 nights. we watched this hotel being built many years ago when we visited disney and we wanted to stay at the Dolphin some day. We have lived in Las Vegas and stayed at many hotels there and I was expecting a Hotel as beautiful as a hotel such as many of the hotels on the strip which would be classified as a 5 star hotel. Even though the dolphin was nice but might expectations did not get met.
10487096,3748,divenhike2002,4,5,5,5,4,4,4,FALSE,FALSE,3,"Georgia, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Location is good but in an office park area.,,"Very good Belvoir, Tampa East",Very good hotel with a great amenities! Highly recommend.
10487137,1776,Simba77,3,2,5,2,3,4,2,FALSE,FALSE,2,"Lancaster, PA, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Great Location,2,Hot and dusty,When we arrived at our room the air conditioning was not working. That made staying in the room quite uncomfortable. After calling the reception a technician came within 10 minutes and after an additional 10 minutes he had fixed the problem and the room started to cool down.
10487150,3068,mnkelley,5,5,5,5,5,4,5,FALSE,TRUE,2,"League City, TX, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,The comfort level is out of this world. Great place to stay.,3,This hotel is Wonderful,This hotel exceeded my expectations. What a wonderful place to stay. The comfort level here is A1.
10487152,655,jovialjo,3,3,2,4,3,4,4,FALSE,FALSE,3,"Colorado Springs, CO",9/[YEAR-0],9/10/[YEAR-0],FALSE,The parking is really horrible so if you have bad knees you will be doing a lot of walking up and downhill.,2,The price was the cheapest,"Too much noise from outside (sirens and garbage/delivery trucks) and the HVAC unit was so loud in the room. Didn't get the King bed I had reserved or the free internet my company had negotiated and I wasn't recognized as a BPG member and even though the desk clerk could clearly tell I was overheated from having walked the long way from the parking lot with my bags he didn't even offer a free bottle of water even though I requested one, he said he would charge it to the room. I was disappointed this trip."
10487164,1725,Amanda27,5,5,5,5,5,2,6,FALSE,FALSE,2,"Melbourne, FL, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Great pool and hot tub!,2,"Wonderful, Friendly hotel staff","We had a wonderful stay at the Belvoir Orlando North! The room was perfect, clean and fresh. We enjoyed a warm welcomed and can not wait to come back!"
10487225,94,boxman,5,5,5,5,5,3,1,FALSE,FALSE,2,WV,9/[YEAR-0],9/10/[YEAR-0],TRUE,Location is great,2,NICE,Stayed here 3 night for on site meetings. There were 30 of us and everything was great.
10487233,417,Forrest1971,5,5,5,4,5,3,1,FALSE,FALSE,3,"Memphis, TN, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,,2,"Quality Hotel, Terrific Service",The staff at this hotel are helpful and courteous. BPG recognition here is better than most. I would return to this hotel if I was in the area again.
10487271,468,bn8on,4,5,5,5,5,4,6,FALSE,FALSE,4,Austin,9/[YEAR-0],9/10/[YEAR-0],TRUE,Very well kept property,4,great BPG option in Orlando,"This property is operated by BPG. This was my third time staying here and it is greatly improved from 8 years ago. Nice rooms, good food, quick service throughout the property. The only neg. was that they never answer the phone if you dial 0 and the maids beat on your door very early each door."
10487294,15,Maxxys01,1,1,1,4,1,4,2,FALSE,FALSE,1,"Boston, MA, USA",9/[YEAR-0],9/10/[YEAR-0],FALSE,,2,customer service lacking,The air conditioning stopped working at 1 in the morning. I had to try to sleep in a hot room. I alerted the fron desk of the problem and they did nothing to make my stay better.
10487366,341,pcjust12,5,5,5,5,5,4,4,FALSE,FALSE,2,"Houston, tx",9/[YEAR-0],9/10/[YEAR-0],TRUE,,2,This hotel was very convenient.,The staff greeted me with a professional and cordial attitude. Assisted me in getting to my destination. Very helpful.
10487416,48,Yossi,5,5,5,5,5,4,5,FALSE,FALSE,3,"Brooklyn, NY, USA",8/[YEAR-0],9/10/[YEAR-0],TRUE,its just a great place with friendly service,2,Great Hotel,"The Hotel is great location ,one minute from airpot and 2 blocks from car rentals.."
10487511,1784,SportyGal522,5,5,5,5,5,4,3,FALSE,FALSE,3,"San Antonio, TX, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,"Great locaton, great value for all of the ammenities available.",2,Hotel More Than Met My Expectations!,"This one night stay for business exceeded all of my expectations: clean, comfortable, modern, nicely appointed room. Helpful and courteous stay from valet/bellhops, concierge, to front desk personnel. A great location for business, meetings, and enjoying downtown Ft Worth and beyond."
10487553,379,Judi,3,3,2,2,3,4,6,FALSE,FALSE,2,Arizona,8/[YEAR-0],9/10/[YEAR-0],FALSE,"Be very careful with the gluten free options.They really do not understand the being ""gluten free"" and gluten friendly. I have a celiac daughter that was served a dinner with gluten. Nor do they understand cross contamination.",,Very disappointed in this hotel,"I have stayed at this hotel many times. I was saddened to see that a lot of the changes were not in the best interest of the customer. I like this hotel because of it's view and peaceful tranquility. When I return to the island again, I will seek out other options."
10487567,468,JohnFromPeoria,2,1,2,2,3,4,3,FALSE,FALSE,2,"Peoria, IL, USA",9/[YEAR-0],9/10/[YEAR-0],FALSE,"Room was musty, moldy and mildewy. No follow-up to my complaint.",1,"Musty Room, no follow-up","From the moment I arrived in my room, I noticed a distinct musty, almost moldy smell in my room. It was coming from the air conditioning unit. I called front desk, and they said the would send somebody up to change the A/C filter. When I came back from my day of meetings, the room had a medicinal smell, almost like Vic's Vapo Rub. The next day, the musty, moldy smell returned. Very unpleasent room. Choose a newer hotel."
10487661,2019,Denise106,5,5,5,4,5,3,1,FALSE,FALSE,1,"Novi, MI, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Great food. Friendly and Nice Staff.,1,Great Location,"clean, comfortable almost like home."
10487702,1236,Jim34,4,4,4,4,4,3,5,FALSE,TRUE,2,"Knoxville, TN, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,,2,Short but nice stay.,A quick stay after a concert. accommodations were great.
10487716,468,ruca,4,4,3,4,4,4,6,FALSE,FALSE,2,"Lisbon, Portugal",9/[YEAR-0],9/10/[YEAR-0],TRUE,huge and beautiful,4,Very good Resort,"The hotel is huge, well located and spacious rooms aand facilities. The service is good, very clean and everything is easy and friendely. I'll strongly recomend!"
10487911,3748,deh[YEAR-0],4,4,4,4,4,5,4,TRUE,FALSE,2,florida,9/[YEAR-0],9/10/[YEAR-0],FALSE,9.95 charge for internet service per day,,Florida,"Great hotel, but the charge in this day and time for internet service is a deal breaker for me........."
10488777,196,JustJack,5,5,5,5,5,5,2,FALSE,FALSE,2,,9/[YEAR-0],9/10/[YEAR-0],TRUE,Location,2,"Great location, great hotel",A great hotel in a great location to be able to walk the windy city. Well maintained with good updates.
10489139,83,SMiller,5,5,5,5,5,3,4,FALSE,FALSE,4,"Atlanta, GA, USA",8/[YEAR-0],9/10/[YEAR-0],TRUE,Perfect for business and family travel.,2,Excellent Service,The hotel staff was very pleasant and personable from the front desk to the restaurant. It is clear that they were very focused on creating a perfect guest experience.
10489188,127,SP2652,4,4,4,4,4,5,6,FALSE,FALSE,4,"California, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,"Beautiful hotel, comfortable room, great views, freindly staff",4,"Multiple stays, some inconveniences","Nice upgraded room after writing the Hotel. During my July stay earned Gold level and on this vacation I earned Platinum level 1st night. Guest Services Laura, Amber, Precious and Johnson were great! Only issue no complimentary water left each day and water was brought up in a reasonable time. House cleaning staff were responsive to requests. Excellent view of the marina and pool area. Self parking fee is a little excessive but is well publicized and is not a surprise. Check-in, even at BPG Desk is quite long. Additional front desk staff would be ideal to get people checked-in in a timely manner instead of having a winding line through the lobby. My wife and I love the facility and plan on staying again many times since it's only a 90 minute drive from home."
10489211,3620,Anonymous,4,4,3,4,5,5,1,FALSE,FALSE,2,Mex,9/[YEAR-0],9/10/[YEAR-0],TRUE,Great location for business meetings and overnight if miss flight connection,4,Great location for business reunions,"The hotel facilities are well equipped for business reunions from small to large groups. Rooms are good , clean and well maintained. Must improve its wifi service and telephone equipment mainly at room floors. Excellent at the business center and lobby. Staff always available to anticipate needs."
10489269,1130,JCoz,5,5,5,5,5,,4,FALSE,FALSE,2,,9/[YEAR-0],9/10/[YEAR-0],TRUE,,,Friendly Staff,My flight did not arrive until late and the staff was incredibly friendly and helpful upon my arrival. They also secured a taxi to my destination with only 15 minutes notice! Very clean and inviting rooms. Best sleep I've had on the road!
10489285,3207,Susan123,2,4,2,4,2,,4,FALSE,FALSE,4,,9/[YEAR-1],9/10/[YEAR-0],FALSE,Large,2,Need to improve a lot,"This hotel is a large one, with very little service and not great with cleanliness, etc. The green initiative is great, but people eat, there should be a way, where they provide someplace to collect trash. People eat in their rooms and leave the trash outside. No one picks them up. The corridor starts smelling due to this trash there. Tried calling room service to order food. No one picked up for over 10 minutes. Reception also did not pick up. I was a platinum member, there were no information on internet. They did not enquire about or give choices of welcome gift."
10490022,662,Helen62,5,5,5,5,5,4,4,FALSE,FALSE,2,"Roseburg, OR, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Very comfortable place to stay.,2,Great care of guests,It was a great to have a place to come back to each day during our business stay in Pomona CA that knows how to treat their customers and always made us feel welcome.
10490372,1327,JJBrussels,2,2,2,4,2,3,6,FALSE,FALSE,4,Belguim,9/[YEAR-0],9/10/[YEAR-0],FALSE,,4,Disappointing,"The hotel was clean, but overall outdated and service needs improvement. My electricity on one side of the room when out (no TV, no outlets for ironing, etc.) and it took an hour to fix it. I was not offered a discount or even an apology even though I had to go downstairs to the front desk twice."
10490780,828,AS36,5,5,5,5,5,6,7,FALSE,FALSE,2,Wayland,9/[YEAR-0],9/10/[YEAR-0],TRUE,This Hotel is an excellent hotel and the staff is very accomodating,1,Uss Ly Spear AS 36 Reunion,Great Hotel Excellent Staff
10490986,270,Jayjay1,4,3,4,4,4,3,6,FALSE,FALSE,2,"New York, NY, USA",8/[YEAR-0],9/10/[YEAR-0],TRUE,If your comming to a hotel to sleep and away from the craziness on the board walk and casinos its perfect!,3,Great Location and amenities,The rooms are pretty clean but needs to be updated a little more even tho i had the delux room and the bath sink needs to be fix makes a loud noise like horns are being blown when turned on just a little. I loved the beds which was the most important reason for taking a room. They were like sleeping on clouds. I really disliked how early the cleaning staff come around one day at 6:30 in the morning!
10491175,392,Jer08,5,5,5,5,5,6,6,FALSE,FALSE,2,"Palm City, FL",9/[YEAR-0],9/10/[YEAR-0],TRUE,Comfortable and clean,3,Wonderful bed and friendly staff,"We loved staying here. After enjoying the room and staff, be sure to walk around the Falls area -- one of the awesome creations of God!"
10491364,1291,Author0fBooks,5,5,5,5,5,4,4,TRUE,FALSE,3,"Louisiana, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Beautiful Hotel,3,GUNTER Room 620,Great Room and view...WE didn't seeeee anything! Slept like a baby. Close to everything. We will recommend to friends and family. See you in the future. Remember the GUNTER!
10491386,166,BJ130,5,5,5,5,5,5,3,FALSE,FALSE,1,"Rochester, NY, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,That this hotel has access to computers and a printer,1,This hotel is great for conventions,I was able to make my revisions without bothering my roommate by going down to the business center until 2 am. It was very helpfull.
10491413,468,galvar60,3,3,3,3,3,4,3,FALSE,FALSE,3,"Stamford, CT, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,There are lots of conventions here so if you don't want to be part of a convention you may want to trip somewhere else.,3,OK but needs some improvement,"I've stayed at this swan and dolphin over the years and I find it to be an average experience. This is mostly due to the high volume of visitors to the hotel. On this trip, I did check in fast on the BPG line but the keys didn't work after 2 attempts. I was told to meet an engineer who could not get into the room so after a lost of 40 minutes back and forth I was moved to another room. Also, late checkout at this hotel is 12PM not 4PM which you get if you are gold or higher. So you only get an extra hour which didn't help me either."
10491476,127,Yogaini24,4,4,4,4,5,4,2,FALSE,FALSE,2,"Pittsburgh, PA, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,The airport is very close but there is still ample room to relax and enjoy the surroundings.,2,Beautiful location and convenient!,"This is the second time I have stayed at this Belvoir. Happily I had the opportunity to use the pool this visit and there are actually several pools which is nice. The grounds are very pretty and it is enjoyable to walk around the marina paths. I also enjoyed the updated fitness room, it had everything I needed. Downtown is 10 minutes away,, the airport even closer."
10491480,421,Michael6103,4,5,4,4,5,4,6,FALSE,FALSE,2,"Toronto, ON, Canada",9/[YEAR-0],9/10/[YEAR-0],TRUE,"simply a great hotel for location, comfort, cleanliness and affordability",3,This hotel was nearly perfect,"Fantastic location - it is a small stroll up to Central Park and a brief walk to the heart of times Square - with plenty to see in between - and all those deli's, pastry shops and pizza places!!! you'll want and need to walk <smiles> the room size was larger than I expected, with a full bath, table with two chairs, awesome flat screen TV, but who really goes to NYC to watch TV?? plenty of room for one and enough for two ( I had the traditional king room) very clean, and the cleaning staff were extremely friendly and helpful. One of the best nights sleep too on a great bed. The Belvoir is my new favorite place to stay when in NYC and is very reasonably priced - close to the subway too (N/R lines) - but shop around and you'll come back to reserve here and NOT by one of those ""discount"" websites but direct worked far better - This hotel should be booked solid every night! P.S. I was NOT paid to write this recommendation... I did my homework and I am very fussy and a perfectionist - Thank you for providing a great hotel in a great city"
10491505,1138,Frank50,5,5,5,5,5,4,6,TRUE,FALSE,2,"Ottawa, ON, Canada",9/[YEAR-0],9/10/[YEAR-0],TRUE,"Close to all amenities, Restaurants, vineyards, perfect place for a vacation stay!",2,Vineyard & Wineries,excellent ! Easy access to restaurants vineyards and outlets!!!!!!
10492258,1776,ddownie1,5,5,5,5,5,3,4,FALSE,FALSE,3,"atlanta, ga",9/[YEAR-0],9/10/[YEAR-0],TRUE,"Excellent, professional, helpful staff.",4,Excellent Hotel in Downtown Philly,The staff at this hotel were very professional and very helpful. I was thoroughly satisfied with this hotel.
10492457,430,sue13,2,4,1,3,1,3,3,FALSE,FALSE,2,"Maine, USA",8/[YEAR-0],9/10/[YEAR-0],FALSE,Belvoir Boston is weak on customer service.,2,Customer Satisfaction v. Making a Quick Buck,"In my recent stay at your hotel, I paid the additional money for wifi access. I was there on business and had a rather sizable amount of work to do. I was very disappointed to learn that the wifi I was paying for was only available in my guest room. The trade show I was attending took place largely in the ballroom, so I needed to gain access to the locked wifi in that area of the hotel. When I approached the concierge, she was icy at best and said I would need to speak with someone at the registration desk. I patiently waited in the registration line for twenty minutes, and when I finally was able to speak with someone, he stated that I couldn't gain access to the wifi (despite my offer to pay an additional fee) because the trade show organizers hadn't purchased it. He suggested I speak with the hotel's event coordinator - however that person wouldn't be back in the office until after the trade show was over. I am deeply disappointed in your hotel's policy and weak customer service. I have suggested that the event move to another, more customer-centric venue in the future."
10493897,421,talmakku,4,5,5,4,3,3,2,TRUE,FALSE,2,Malta,9/[YEAR-0],9/10/[YEAR-0],TRUE,Fantastic location,4,location location location,I stay at this hotel once a month. Fantastic hotel with a Great location and very good staff both at reception as well as club lounge.
10494482,1564,IPO1,3,3,4,4,2,2,2,TRUE,FALSE,1,"New York, NY, USA",8/[YEAR-0],9/10/[YEAR-0],FALSE,,1,Food needs work,"I had lunch once, breakfast twice at the hotel and room service one night and all I have to say is that the food was very disappointing. Especially the breakfast buffet. The waffles were hard as rock, the eggs tasteless and the coffee undrinkable."
10496455,1391,JanH,5,5,5,5,5,4,3,FALSE,FALSE,2,"Green Valley, AZ, USA",8/[YEAR-0],9/10/[YEAR-0],TRUE,,3,I love this resort!,"This is a fabulous resort that I cannot say enough about. The rooms are extremely comfortable and quiet. However, I do wish that they had refrigerators in the rooms. I love that they pipe Native American music throughout the property. It is so soothing and pretty. The staff has always been more than accomodating and seem to genuinely care about their guest's needs. It is also located near numerous shopping and dining choices. I can't wait until the next time I can stay here."
10498652,1569,DMR93,4,4,4,5,5,3,6,FALSE,FALSE,3,"San Diego, CA, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Take the Disney shuttles from across the street!,2,Good Hotel - Great Location,"My wife, 4-yr old son, and I stayed 3 nights in a room with 2 queen beds on BPG points. The room was VERY clean. I've been Gold for 3 years and was upgraded to a high floor (11th floor is the highest without getting on the upper two floors - for Club Level only). I requested a suite (willing to pay extra) but they only have 4 suites and are held for Platinum members (what the front test told me). I was not offered the Club floor or access to the Club Lounge. I didn't ask for the floor or Lounge because of earlier reviews of less-than-awesomeness on the Lounge. I was a little disappointed an upgrade to the Club Level (either complimentary or by paying) was not offered."
10499492,421,Tanya0802,5,4,5,4,5,3,8,FALSE,FALSE,2,"Southfield, MI, USA",8/[YEAR-0],9/10/[YEAR-0],TRUE,Very good location,,Above & Beyond,"The staff in this hotel was excellent! I had excellent service at the reception desk upon my arrival and all of my requests were granted with the exception of a room with a view.....there weren't any available. However, there was one individual that stood out above the rest, the Front Desk Bell Captain whom worked 1st shift provided so much insight on getting around the city....what to do, where to go, how to get there. He was just AWESOME! He helped my husband and I create memories for our 4th wedding anniversary that we'll never forget."
10500499,1236,BiznizzTravler,4,4,3,4,4,2,4,FALSE,FALSE,2,"Indiana, USA",8/[YEAR-0],9/10/[YEAR-0],TRUE,Very clean and comfortable.,4,Great location,"Very nice hotel, clean, and in a great area. Definitely met my expectations for comfort and relaxation during a business trip. Only disappointment was after my departure - I left my electric shaver behind and have called 4 or 5 times, but have not gotten a return call. Other than that, no complaints at all. Great place to stay."
10502896,421,Michael31,3,2,5,5,4,5,7,FALSE,FALSE,3,"New York, NY, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Location,3,I like the location of this hotel.,We had trouble with the cooling system. It was
10503657,995,travelingirl,4,4,5,5,4,4,6,FALSE,FALSE,3,"alameda, ca",8/[YEAR-0],9/10/[YEAR-0],TRUE,nice friendly hotel with great transpotation to Disneyland,3,great hotel,Love this hotel! Great shuttle service to Disneyland. The staff is very friendly and helpful. The poolside rooms are my favorite. Parking is good. I would recommend this hotel.
10504188,795,Jag1113,2,3,3,2,2,5,7,TRUE,FALSE,1,California,9/[YEAR-0],9/10/[YEAR-0],FALSE,The service staff is very friendly.,2,Website images not comparable w/facilty,"Staff was friendly, but accomodations were disappointing when compared to how wonderful everything looked on the website. Suite did not have a fireplace as advertised."
10504190,434,Jessica11atl,4,4,5,3,4,2,4,FALSE,FALSE,2,"Atlanta, GA, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,,2,Noisy corridor,I was pleased with this hotel during a recent business trip. The only complaint I have is the door to my room was misaligned and had a large gap under the door which let in hallway noise. I had to use a towel under the door muffle the noise.
10504637,662,Jackps,5,5,5,5,5,6,6,TRUE,FALSE,1,"Palm Springs, CA, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,5 star quality for 3 star pricing,2,Could not have asked for anything more,"We stayed in a double double and both beds were large and oh, so comfortable. If you like pillows, 4 each and even more in closet. Nice to have separate living area to just relax. Very clean and quiet. Hotel staff were exceptionally polite and curteous. Very nice breakfast buffet and we did the fair package, just steps from hotel to entrance. Was second time and will do again."
10505258,1552,Kathy5,4,4,2,4,4,4,6,FALSE,FALSE,1,"Anaheim, CA, USA",8/[YEAR-0],9/10/[YEAR-0],TRUE,"Close to disneyland, resturants, and shopping.",1,"Nice, Clean","Staff was friendly, room was clean. Had a little problem with housekeeping leaving enough towels for 4 people. Front desk personnel very accomodating willing to resolve towel issue quickly. Carpet was damp and sticky when we arrived."
10506552,883,lasfjdhasldfjhasdlfjh,5,5,5,5,5,,2,FALSE,FALSE,1,,8/[YEAR-0],9/10/[YEAR-0],TRUE,,,Good suburban hotel,Good view of downtown denver city scape. Every worker I passed said hi (I love how friendly mid western American are.
10506598,421,cookie45,5,5,5,5,4,6,6,FALSE,FALSE,4,"Madison, WI, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Location,2,Great place to stay,"We were pleased with everything about the hotel except the dining room. Of course, with all of the opportunities to eat around the hotel, i can see why it is not top priority. From the reception staff, to maintenance, to the room maintenance we were pleased. The LINK cafe staff was friendly and attentive. Thanks for a nice stay! It will be one the top os our list to return."
10506617,1546,Allen46,5,5,4,5,5,6,6,FALSE,FALSE,3,"Des Moines, IA, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,,4,Very accommodating and helpful.,"Hotel was very convenitent for the hospital where wh have loved one. The service was great, the shuttle very helpful. Very comfortable beds and good sized rooms."
10506954,421,RM51,4,4,5,5,4,5,2,FALSE,FALSE,3,"Las Vegas, NV, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,"Rooms have been given a ""face lift.""",3,Face lift,"It's been years since I was last at this Belvoir. The improvements are remarkable. I do think that that rooms are still a little small, especially considering the size of the bed (which, by the way, was very comfortable). I will look forward to my next stay--and hopefully a larger room."
10508146,754,kc[YEAR-0],5,4,4,5,5,3,5,FALSE,FALSE,1,"Vacaville, CA, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,peaceful,1,this hotel is very peacful,I really enjoyed my stay at the Belvoir the room with the patio facing the pool is very peacefull and relaxing.
10508150,48,Ronaldinho,4,3,3,4,3,4,4,FALSE,FALSE,2,"Hollywood, FL, USA",9/[YEAR-0],9/10/[YEAR-0],TRUE,Too expensive,4,traveler,My profile asks that when a room is reserved it should be near an elevator and at a low floor.....i was put on the 10th floor and about a mile from the elevator.....that is certainly not a good impression for being the first time i stayed at your hotel.
10509503,1495,UnhappyOldtimer,2,3,1,2,1,5,6,FALSE,FALSE,3,"Maryland, USA",8/[YEAR-0],9/10/[YEAR-0],FALSE,Front desk staff was very unprofessional which made for a bad experience right off the back,2,I was very disappointed,"Arrived late after a very long and very stressful week. We just wanted to get away from the kids and relax and enjoy a nice quiet evening. Night supervisor was not very friendly, engaging nor helpful. The last thing I needed was someone with more attitude! Got to room and went to close the curtain and there was mold on the wall from all the condensation from the AC. I literally had to scrubbed the shower before we could use it."
10511007,1113,keke,5,5,5,5,5,2,6,FALSE,FALSE,2,The Bahamas,8/[YEAR-0],9/10/[YEAR-0],TRUE,The beds are amazing.,2,Love love love,I love this hotel. The beds were great and comfortable. They just hugged u all night :). It was amazing. My family truly enjoyed their time here.
10512037,1469,Canada250,4,4,,4,4,3,8,FALSE,FALSE,2,"British Columbia, Canada",9/[YEAR-0],9/10/[YEAR-0],TRUE,Great service and value at buffet breakfast,3,great service!,The hotel has just finished renovations and the property looks great! The buffet breakfast was good value....and excellent service each morning! All staff were friendly when you passed them as moving around property. Great idea to host yoga each morning overlooking the stunning ocean views! Manta Ray viewing platform also very cool!
10513534,881,GuestVIP1,5,5,5,5,5,,2,FALSE,FALSE,2,,9/[YEAR-0],9/10/[YEAR-0],TRUE,Close to airport.,,Excellent Staff,This is a great place to stay. The staff is extremely accommodating - appreciate their assistance. Good food in the dining room.
10514442,2019,joon,4,4,5,3,4,,1,FALSE,TRUE,4,las vegas,8/[YEAR-0],9/10/[YEAR-0],TRUE,,4,front desk,your front desk people are excellent
10515403,350,Johnno,4,4,4,4,4,5,5,FALSE,FALSE,2,"Perth WA, Australia",8/[YEAR-0],9/10/[YEAR-0],TRUE,A reasonable walk from hotel to the centre of town,3,Hotel review,Good clean friendly hotel
